,book_name,Ganer,rating,rating_count,pages,price,Author
4589,Rithmatist,"Sci Fi Books for Kids, Fantasy Books for Kids",4.24,62195,378,51.98,Andy Griffiths
4590,Bohater wieków,Home,4.51,348462,717,32.05,Andy Griffiths
4591,De wet van staal,Home,4.21,182261,320,32.05,Andy Griffiths
4592,Parole di luce. Le cronache della Folgoluce,Home,4.75,284071,1207,32.05,Andy Griffiths
4593,Vlammenwerper,Home,4.26,94816,416,32.05,Andy Griffiths
4594,Lejyon - 1,Home,4.14,38519,88,32.05,Andy Griffiths
4595,Dawca przysięgi : Archiwum Burzowego Światła Tom 3 Część,Home,4.5,5230,628,106.87,Andy Griffiths
4596,Mistborn. Lultimo impero (Vol. 1),Home,4.47,550828,696,32.05,Andy Griffiths
4598,Un recuerdo de luz,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, People & Places",4.55,129740,848,141.91,Andy Griffiths
4599,Legion Skin Deep,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.13,19488,207,50.85,Andy Griffiths
4600,Het laatste rijk,Home,4.47,550828,640,32.05,Andy Griffiths
4602,Pamiec Swiatlosci,"Contemporary Fiction, Fantasy, Fantasy Books",4.55,129740,1182,44.38,Andy Griffiths
4603,Dusza cesarza,"Contemporary Fiction, Fantasy, Fantasy Books",4.37,81383,128,44.38,Andy Griffiths
4604,Das Rad der Zeit 14. Das Original,"Fantasy, Fantasy Books",4.55,128978,1082,89.52,Andy Griffiths
4605,Savas Ritmi Cilt 1,Home,4.52,1332,656,32.05,Andy Griffiths
4606,Jäger der Macht,Home,4.21,182382,416,32.05,Andy Griffiths
4607,Perelandra,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Religious & Spiritual Fiction",3.99,48479,224,68.80,Anne Rice
4608,"The Lion, the Witch, and the Wardrobe: Collector's Edition","Classic Books for Children, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids",4.23,2570784,208,50.56,Anne Rice
4609,Miracles,"Philosophy Of Religion, Biblical Studies & Exegesis, Theology, Religious Instruction",4.04,17454,700,61.89,Anne Rice
4610,"The Lion, the Witch, and the Wardrobe","Contemporary Fiction, Adventure Books, Fantasy, Fantasy Books",4.23,2551224,120,89.52,Anne Rice
4611,"The C. S. Lewis Signature Classics (8-Volume Box Set) : An Anthology of 8 C. S. Lewis Titles: Mere Christianity, the Screwtape Letters, Miracles, the Great Divorce, the Problem of Pain, a Grief Observed, the Abolition of Man, and the Four Loves","Art Books, Religious Subjects Depicted In Art, Literature: History & Criticism, Christian Books, Christian Theology, Christian Spirituality & Religious Experience, Christian Life & Practice, Spirituality & Religious Experience",4.44,4048,960,242.17,Anne Rice
4612,Prince Caspian : The Return to Narnia,"Classic Books for Children, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids, Family, Family Issues",3.98,403323,256,41.70,Anne Rice
4613,"The Lion, the Witch and the Wardrobe : A Celebration of the First Edition","Classic Books for Children, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids",4.23,2574327,176,79.42,Anne Rice
4614,The Horse and His Boy,Home,3.91,321275,208,78.60,Anne Rice
4615,Weight of Glory : And Other Addresses,"Religion: General, Christian Books, Christian Theology, Christian Sermons, Christian Worship, Rites & Ceremonies, Aspects Of Religion (non-Christian), Spirituality & Religious Experience",4.36,20592,192,71.77,Anne Rice
4616,That Hideous Strength,"Science Fiction, Science Fiction, Classic Science Fiction",3.9,36457,448,60.11,Anne Rice
4617,A Year With C. S. Lewis : 365 Daily Readings from His Classic Works,"Literary Essays, Classic Books & Novels, Science Fiction, Fantasy, Fantasy Books, Personal Christian Testimony & Popular Inspirational Works, Religious Life & Practice",4.39,2174,416,55.63,Anne Rice
4619,Prince Caspian,Home,3.98,403323,209,128.79,Anne Rice
4620,A Grief Observed (Readers' Edition),"Literary Essays, Christian Life & Practice, Aspects Of Religion (non-Christian), Coping With Death & Bereavement, Personal Development",4.21,72579,128,47.91,Anne Rice
4621,The Great Divorce,"Contemporary Fiction, Christian Life & Practice",4.3,133145,156,54.61,Anne Rice
4622,The Last Battle,"Classic Books for Children, Sci Fi Books for Kids, Fantasy Books for Kids",4.01,255113,192,79.18,Anne Rice
4624,On the Incarnation,"Religion: General, Christian Theology",4.29,11324,173,90.44,Anne Rice
4625,The Discarded Image : An Introduction to Medieval and Renaissance Literature,"Literary Studies: General, Literary Studies: Classical, Early & Medieval, Literary Studies: C 1500 To C 1800, History Of Ideas",4.27,2472,242,314.83,Anne Rice
4626,Till We Have Faces : A Myth Retold,"Classic Books & Novels, Myth & Legend Told As Fiction, Historical Fiction, Religious & Spiritual Fiction",4.17,63616,7,51.90,Anne Rice
4628,C.S. Lewis: Letters to Children,"Biography: General, Diaries, Letters & Journals, Childrens Literature Studies: General, Christian Books",4.21,2128,128,61.75,Anne Rice
4629,"The C. S. Lewis Signature Classics : An Anthology of 8 C. S. Lewis Titles: Mere Christianity, the Screwtape Letters, Miracles, the Great Divorce, the Problem of Pain, a Grief Observed, the Abolition of Man, and the Four Loves","Art Books, Religious Subjects Depicted In Art, Anthologies (non-poetry), Literature: History & Criticism, Christian Books, Christian Theology, Christian Spirituality & Religious Experience, Christian Life & Practice, Spirituality & Religious Experience",4.44,4049,864,140.31,Anne Rice
4630,The Illustrated Screwtape Letters : Letters from a Senior to a Junior Devil,"Prose: Non-fiction, Anthologies (non-poetry), Contemporary Fiction, Religion: General, Christian Books, Christian Life & Practice, Theology",4.25,399262,256,96.44,Anne Rice
4632,The Pilgrim's Regress,"Contemporary Fiction, Religious & Spiritual Fiction, Personal Christian Testimony & Popular Inspirational Works",3.85,9166,256,65.37,Anne Rice
4633,Watch for the Light : Readings for Advent and Christmas,"Bible Readings, Selections & Meditations, Christian Worship, Rites & Ceremonies, Personal Christian Testimony & Popular Inspirational Works, Aspects Of Religion (non-Christian), Spirituality & Religious Experience",4.13,1631,352,62.46,Anne Rice
4634,God in the Dock : Essays on Theology and Ethics,Christian Books,4.23,8002,1,71.77,Anne Rice
4635,A Grief Observed,"Christian Books, Coping With Death & Bereavement",4.2,72106,2,47.86,Anne Rice
4636,The Allegory of Love : A Study in Medieval Tradition,Spirituality & Religious Experience,4.09,577,632,54.61,Anne Rice
4637,George MacDonald : An Anthology,"Religion: General, Theology",4.14,1134,157,64.13,Anne Rice
4638,Bread and Wine : Readings for Lent and Easter,"Christian Worship, Rites & Ceremonies, Christian Life & Practice, Personal Christian Testimony & Popular Inspirational Works, Aspects Of Religion (non-Christian), Religious Life & Practice",4.21,1183,430,77.27,Anne Rice
4639,A Year with Aslan : Daily Reflections from The Chronicles of Narnia,"Art Books, Literature: History & Criticism, Literary Studies: General, Christian Books, Christian Life & Practice, Spirituality & Religious Experience, Religious Life & Practice",4.21,491,480,102.58,Anne Rice
4640,"The C. S. Lewis Signature Classics (Gift Edition) : An Anthology of 8 C. S. Lewis Titles: Mere Christianity, the Screwtape Letters, Miracles, the Great Divorce, the Problem of Pain, a Grief Observed, the Abolition of Man, and the Four Loves","Art Books, Religious Subjects Depicted In Art, Anthologies (non-poetry), Christian Books, Christian Theology, Christian Spirituality & Religious Experience, Christian Life & Practice, Spirituality & Religious Experience",4.44,4049,864,211.11,Anne Rice
4641,The World's Last Night : And Other Essays,Religious Books,4.2,1980,118,130.84,Anne Rice
4642,How to Pray : Reflections & Essays,"Philosophy, Christian Books, Christian Theology, Christian Life & Practice, Personal Christian Testimony & Popular Inspirational Works, Spirituality & Religious Experience",4.15,605,156,46.98,Anne Rice
4643,On Stories : And Other Essays on Literature,Literary Theory,4.28,1202,153,71.77,Anne Rice
4645,On The Incarnation,"History Of Religion, Christian Books, Christian Theology, Theology",4.29,11324,90,33.84,Anne Rice
4646,Los Cuatro Amores,Christian Theology,4.15,53017,171,51.75,Anne Rice
4647,Studies in Words,"Literary Theory, Literary Studies: General",4.14,386,350,314.83,Anne Rice
4648,Present Concerns : Journalistic Essays,"Art Books, Religious Subjects Depicted In Art, Literary Essays, Literary Theory, Dictionaries Of Quotations, Christian Books, Spirituality & Religious Experience, Assertiveness, Motivation & Self-esteem",4.03,568,160,53.41,Anne Rice
4650,A Year with C. S. Lewis : Daily Readings from His Classic Works,"Art Books, Literary Studies: General, Contemporary Fiction, Religion: General, Christian Books, Christian Theology, Christian Life & Practice, Aspects Of Religion (non-Christian), Spirituality & Religious Experience, Religious Life & Practice",4.39,2174,384,95.42,Anne Rice
4651,Boxen : Childhood Chronicles Before Narnia,"Prose: Non-fiction, Fantasy, Fantasy Books, Short Stories for Kids",3.48,314,240,88.35,Anne Rice
4652,Of Other Worlds : Essays and Stories,"Anthologies (non-poetry), Religious Life & Practice",4.16,1240,168,314.83,Anne Rice
4654,The Dark Tower : And Other Stories,"Contemporary Fiction, Religious & Spiritual Fiction, Short Story Books, Christian Life & Practice",3.7,2616,240,55.75,Anne Rice
4656,The Abolition of Man,"Biblical Studies & Exegesis, Christian Life & Practice, Teaching Resources & Education",4.09,29897,112,62.79,Anne Rice
4657,The Joyful Christian : 127 Readings,"Philosophy Of Religion, Christian Books, Christian Theology, Personal Christian Testimony & Popular Inspirational Works, Politics & Government",4.04,1010,239,70.88,Anne Rice
4658,"PROBLEMA DEL DOLOR, EL","Art Books, Literature: History & Criticism, Literary Studies: General, Christian Books, Christian Theology, Spirituality & Religious Experience",4.11,57234,157,51.88,Anne Rice
4659,Letters to Malcolm : Chiefly on Prayer,Home,3.97,5304,128,64.13,Anne Rice
4660,UNA PENA EN OBSERVACION,"Art Books, Literature: History & Criticism, Literary Studies: General, Christian Books, Christian Theology, Religious Life & Practice, Coping With Death & Bereavement, Travel & Holiday Guides",4.2,72106,103,51.97,Anne Rice
4661,"The Pilgrim's Regress : An Allegorical Apology for Christianity, Reason, and Romanticism","Classic Books & Novels, Religious & Spiritual Fiction, Christian Life & Practice",3.85,9166,211,64.13,Anne Rice
4662,How to Be a Christian : Reflections & Essays,"Christian Theology, Christian Life & Practice, Spirituality & Religious Experience",4.4,210,208,67.46,Anne Rice
4663,"The Lion, the Witch and the Wardrobe: Play","Plays, Playscripts",4.23,2551224,56,64.08,Anne Rice
4664,C.S. Lewis Readings for Meditations : Reading for Meditation and Reflection,"Art Books, Christian Books, Aspects Of Religion (non-Christian), Spirituality & Religious Experience, Religious Life & Practice, Complementary Therapies, Healing & Health",4.36,335,176,60.90,Anne Rice
4668,EL SOBRINO DEL MAGO 1 PAPERBACK,"Childrens Literature Studies: General, Picture & Activity Books, Childrens Fiction",4.05,492451,304,62.31,Anne Rice
4670,How to Pray : Reflections and Essays,"Christian Worship, Rites & Ceremonies, Christian Spirituality & Religious Experience, Christian Life & Practice, Spirituality & Religious Experience",4.16,629,176,80.17,Anne Rice
4671,Letters to an American Lady,Home,4.02,896,128,71.91,Anne Rice
4672,That Hideous Strength : A Modern Fairy-Tale for Grown-Ups,"Science Fiction, Science Fiction, Religious & Spiritual Fiction",3.9,36457,380,60.11,Anne Rice
4673,Studies in Medieval and Renaissance Literature,"Literary Studies: General, Literary Studies: Classical, Early & Medieval, Literary Studies: C 1500 To C 1800, Graphic Novels: History & Criticism",4.14,207,212,205.87,Anne Rice
4675,Letters of C. S. Lewis,"Biography: Literary, Biography: Religious & Spiritual",4.22,508,528,54.66,Anne Rice
4676,Preparing for Easter : Fifty Devotional Readings,"Religion: General, Philosophy Of Religion, Bible Readings, Selections & Meditations, Christian Life & Practice, Popular Psychology",4.21,628,224,77.27,Anne Rice
4677,The Grand Miracle : And Other Selected Essays on Theology and Ethics from God in the Dock,"Religion: General, Philosophy Of Religion, Christian Books, Christian Theology, Spirituality & Religious Experience",4.1,203,176,41.16,Anne Rice
4678,Cautivado Por La Alegria : Historia De Mi Conversion,"Art Books, Biography: Literary, Literary Studies: General, Literary Studies: From C 1900 -, Christian Books, Christian Life & Practice, Spirituality & Religious Experience",4.05,59420,288,61.41,Anne Rice
4679,Out of the Silent Planet,"Contemporary Fiction, Science Fiction, Fantasy, Fantasy Books, Religious & Spiritual Fiction",3.92,86447,160,60.11,Anne Rice
4680,C.S. Lewis,"Art Books, Literary Essays, Anthologies (non-poetry), Literature: History & Criticism, Literary Studies: General, Fantasy, Fantasy Books, Religious & Spiritual Fiction, Christian Books, Christian Life & Practice",4.44,4048,17,192.53,Anne Rice
4682,Los Milagros,"Art Books, Literature: History & Criticism, Literary Studies: General, Christian Books, Christian Theology, Christian Life & Practice, Spirituality & Religious Experience",4.04,17454,256,62.73,Anne Rice
4684,"Le lion, la sorciere blanche et l'armoire magique",Home,4.23,2551224,189,66.58,Anne Rice
4685,"PESO DE LA GLORIA, EL","Christian Books, Christian Sermons, Christian Spirituality & Religious Experience, Christian Life & Practice, Aspects Of Religion (non-Christian), Religious Life & Practice",4.36,20486,187,56.64,Anne Rice
4686,El Gran Divorcio : Un Sueno,"Art Books, Literature: History & Criticism, Literary Studies: General, Christian Books, Christian Life & Practice, Spirituality & Religious Experience",4.3,134454,144,52.02,Anne Rice
4688,EL Principe Caspian,"Classic Books for Children, Sci Fi Books for Kids, Fantasy Books for Kids, Family",3.98,403323,288,49.24,Anne Rice
4689,How to Pray,"Philosophy, Christian Books, Christian Prayer, Christian Life & Practice, Personal Christian Testimony & Popular Inspirational Works, Spirituality & Religious Experience",4.15,605,176,62.98,Anne Rice
4690,Las crónicas de Narnia 7. La última batalla,"Childrens Fiction, Adventure Books for Kids",4.01,255113,312,62.62,Anne Rice
4692,Le cheval et son ecuyer,"Classic Books & Novels, Childrens Fiction",3.91,323094,232,66.58,Anne Rice
4693,A Mind Awake : An Anthology of C. S. Lewis,"History Of Religion, Christian Books, Christian Theology",4.34,352,252,54.78,Anne Rice
4694,LA TRAVESIA DEL VIAJERO DEL ALBA 5 PAPER,"Childrens Fiction, Adventure Books for Kids",4.09,440839,376,66.44,Anne Rice
4695,Die Chroniken von Narnia,"Fantasy, Fantasy Books, Fantasy Books for Kids",4.27,607347,1308,198.90,Anne Rice
4696,El Caballo y Muchacho,"Childrens Fiction, Classic Books for Children, Sci Fi Books for Kids, Fantasy Books for Kids, Traditional, Family",3.91,323094,288,48.48,Anne Rice
4697,CARTAS DE UM DIABO A SEU APRENDIZ,Contemporary Fiction,4.25,402612,208,103.63,Anne Rice
4698,Narnia III - El Caballo y El Muchacho,"Picture & Activity Books, Childrens Fiction, Childrens General Story Books, English Language: Reading Schemes",3.91,323271,280,90.40,Anne Rice
4699,La Travesia del Viajero del Alba,"Childrens Fiction, Childrens General Story Books, Graphic Novels",4.09,442345,313,94.34,Anne Rice
4700,"C. S. Lewis' Little Book of Wisdom : Meditations on Faith, Life, Love, and Literature","Christian Theology, Aspects Of Religion (non-Christian), Spirituality & Religious Experience, Religious Life & Practice",4.4,242,400,65.35,Anne Rice
4701,"The Space Trilogy : Out of the Silent Planet, Perelandra, and That Hideous Strength","Science Fiction, Science Fiction, Classic Science Fiction, Fantasy, Fantasy Books",4.16,10317,728,51.06,Anne Rice
4702,Preparing for Easter : Fifty Devotional Readings from C. S. Lewis,"Christian Worship, Rites & Ceremonies, Christian Life & Practice",4.21,628,224,81.41,Anne Rice
4703,La Silla de Plata,"Classic Books for Children, Sci Fi Books for Kids",3.96,274829,265,27.04,Anne Rice
4704,Le neveu du magicien,"Classic Books & Novels, Childrens Fiction, Sci Fi Books for Kids",4.05,496204,202,65.90,Anne Rice
4705,"El leon, la bruja y el armario","Picture & Activity Books, Childrens Fiction, Childrens General Story Books, English Language: Reading Schemes",4.23,2570784,234,85.43,Anne Rice
4706,"Pardon, ich bin Christ",Home,4.34,366920,239,32.05,Anne Rice
4707,The Complete C. S. Lewis Signature Classics,Classic Books & Novels,4.44,4046,752,59.30,Anne Rice
4708,AS CRÔNICAS DE NÁRNIA - VOLUME ÚNICO,Childrens Fiction,4.27,607347,752,497.25,Anne Rice
4709,Mas alla del planeta silencioso : Libro 1 de La trilogia cosmica,"Science Fiction, Science Fiction, Space Opera, Religious & Spiritual Fiction, Sci Fi Books for Kids, Fantasy Books for Kids",3.92,86125,176,49.46,Anne Rice
4711,Das Wunder von Narnia,Home,4.05,492451,173,32.05,Anne Rice
4712,Abolicion del Hombre,"Art Books, Religious Subjects Depicted In Art, Christian Books, Christian Theology, Christian Spirituality & Religious Experience, Christian Life & Practice, Religious Life & Practice",4.09,29897,128,55.01,Anne Rice
4713,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia - Armenian Edition)","Childrens General Story Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.23,2551224,182,68.59,Anne Rice
4715,Grief Observed,Home,4.2,72106,60,88.34,Anne Rice
4716,La trilogia cosmica,"Science Fiction, Science Fiction, Religious & Spiritual Fiction, Christian Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.16,10317,816,158.05,Anne Rice
4717,Diario di un dolore,Contemporary Fiction,4.21,72601,85,72.09,Anne Rice
4718,Spirits in Bondage,"Poetry By Individual Poets, Poetry Anthologies (various Poets)",3.6,902,50,51.51,Anne Rice
4719,O GRANDE DIVÓRCIO,Contemporary Fiction,4.3,133145,160,137.96,Anne Rice
4720,Spirits in Bondage : A Cycle of Lyrics,"Poetry Books, Poetry By Individual Poets, Poetry Anthologies (various Poets), Anthologies (non-poetry)",3.6,902,46,61.37,Anne Rice
4721,Preparacion Para Pascua : Cincuenta Lecturas Devocionales de C. S. Lewis,"Christian Worship, Rites & Ceremonies, Christian Spirituality & Religious Experience, Christian Life & Practice, Personal Christian Testimony & Popular Inspirational Works, Aspects Of Religion (non-Christian)",4.21,628,240,50.12,Anne Rice
4723,Como orar : Reflexiones y ensayos,"Christian Books, Christian Worship, Rites & Ceremonies, Christian Life & Practice, Spirituality & Religious Experience",4.15,605,192,62.65,Anne Rice
4724,La ultima batalla (7),"Fantasy, Fantasy Books, Picture & Activity Books, Childrens Fiction, Classic Books for Children",4.01,256435,259,89.06,Anne Rice
4725,Si Dios no escuchase,"Literary Studies: General, Religious Books, People & Places",3.97,5304,144,58.95,Anne Rice
4727,Los milagros / Miracles,"Ethics & Moral Philosophy, Religious Books, Unexplained Phenomena / The Paranormal",4.04,17454,160,66.45,Anne Rice
4728,The Chronicles of Narnia Pop-Up : Based on the Books by C. S. Lewis,"Childrens Fiction, Classic Books for Children, Childrens General Story Books, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids, Traditional",4.45,1340,14,134.70,Anne Rice
4729,Die Towenaar Se Nefie,"Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids",4.05,492451,160,73.02,Anne Rice
4730,Como ser cristiano : Reflexiones y ensayos,"Christian Books, Christian Worship, Rites & Ceremonies, Christian Life & Practice, Spirituality & Religious Experience",4.4,210,224,60.73,Anne Rice
